Name	SMARTS	Reject	Accept
Aliphatic halides	[$([CX4]([$([OH]),$(C=O),$([NX3])])([!F!Cl!Br!I!C])([*!$(C)])[CH2][F,Cl,Br,I]),$([CX4]([!F!Cl!Br!I!C])([!F!Cl!Br!I!C])([*!$(C)])[CX4]([$([OH]),$(C=O),$([NX3])])([*!$(C)])[CH2][F,Cl,Br,I]),$([CX4]([!F!Cl!Br!I!C])([!F!Cl!Br!I!C])([*!$(C)])[CX4]([!F!Cl!Br!I!C])([*!$(C)])[CX4]([$([OH]),$(C=O),$([NX3])])([*!$(C)])[CH2][F,Cl,Br,I]),$([CX4]([CX4]([!F!Cl!Br!I!C])([!F!Cl!Br!I!C])[*!$(C)])([CX4]([!F!Cl!Br!I!C])([!F!Cl!Br!I!C])[*!$(C)])([$([OH]),$(C=O),$([NX3])])[CH2][F,Cl,Br,I]),$([CX4]([!F!Cl!Br!I!C])([!F!Cl!Br!I!C])([*!$(C)])[CX4]([!F!Cl!Br!I!C])([*!$(C)])[CX4]([!F!Cl!Br!I!C])([*!$(C)])[CX4]([*!$(C)])([$([OH]),$(C=O),$([NX3])])[CH2][F,Cl,Br,I]),$([CX4]([!F!Cl!Br!I!C])([!F!Cl!Br!I!C])([*!$(C)])[CX4]([*!$(C)])([CX4]([!F!Cl!Br!I!C])([!F!Cl!Br!I!C])([*!$(C)]))[CX4]([*!$(C)])([$([OH]),$(C=O),$([NX3])])[CH2][F,Cl,Br,I]),$([CX4]([CX4]([!F!Cl!Br!I!C])([!F!Cl!Br!I!C])[*!$(C)])([CX4]([!F!Cl!Br!I!C])([!F!Cl!Br!I!C])[*!$(C)])([CX4]([!F!Cl!Br!I!C])([!F!Cl!Br!I!C])[*!$(C)])[CH2][F,Cl,Br,I]),$([CX4]([!F!Cl!Br!I!C])([!F!Cl!Br!I!C])([*!$(C)])[CX4]([!F!Cl!Br!I!C])([*!$(C)])[CX4]([CX4]([!F!Cl!Br!I!C])([!F!Cl!Br!I!C])([*!$(C)]))([$([OH]),$(C=O),$([NX3])])[CH2][F,Cl,Br,I])]		['[$([CX4]([$([OH]),$(C=O),$([NX3])])([!F!Cl!Br!I!C])([*!$(C)])[CH2][F,Cl,Br,I]),$([CX4]([!F!Cl!Br!I!C])([!F!Cl!Br!I!C])([*!$(C)])[CX4]([$([OH]),$(C=O),$([NX3])])([*!$(C)])[CH2][F,Cl,Br,I]),$([CX4]([!F!Cl!Br!I!C])([!F!Cl!Br!I!C])([*!$(C)])[CX4]([!F!Cl!Br!I!C])([*!$(C)])[CX4]([$([OH]),$(C=O),$([NX3])])([*!$(C)])[CH2][F,Cl,Br,I]),$([CX4]([CX4]([!F!Cl!Br!I!C])([!F!Cl!Br!I!C])[*!$(C)])([CX4]([!F!Cl!Br!I!C])([!F!Cl!Br!I!C])[*!$(C)])([$([OH]),$(C=O),$([NX3])])[CH2][F,Cl,Br,I]),$([CX4]([!F!Cl!Br!I!C])([!F!Cl!Br!I!C])([*!$(C)])[CX4]([!F!Cl!Br!I!C])([*!$(C)])[CX4]([!F!Cl!Br!I!C])([*!$(C)])[CX4]([*!$(C)])([$([OH]),$(C=O),$([NX3])])[CH2][F,Cl,Br,I]),$([CX4]([!F!Cl!Br!I!C])([!F!Cl!Br!I!C])([*!$(C)])[CX4]([*!$(C)])([CX4]([!F!Cl!Br!I!C])([!F!Cl!Br!I!C])([*!$(C)]))[CX4]([*!$(C)])([$([OH]),$(C=O),$([NX3])])[CH2][F,Cl,Br,I]),$([CX4]([CX4]([!F!Cl!Br!I!C])([!F!Cl!Br!I!C])[*!$(C)])([CX4]([!F!Cl!Br!I!C])([!F!Cl!Br!I!C])[*!$(C)])([CX4]([!F!Cl!Br!I!C])([!F!Cl!Br!I!C])[*!$(C)])[CH2][F,Cl,Br,I]),$([CX4]([!F!Cl!Br!I!C])([!F!Cl!Br!I!C])([*!$(C)])[CX4]([!F!Cl!Br!I!C])([*!$(C)])[CX4]([CX4]([!F!Cl!Br!I!C])([!F!Cl!Br!I!C])([*!$(C)]))([$([OH]),$(C=O),$([NX3])])[CH2][F,Cl,Br,I])]']
Benzylic halides	[a!r0][CH2][Cl,Br,I]		['[a!R0][CH2][Cl,Br,I]']
Oxiranes and aziridines	[CX4]1[OX2,NX3][CX4]1		['[CX4]1[OX2,NX3][CX4]1']
Propiolactones	[OX2]1[CX4][CX4][CX3]1(=[OX1])		['[OX2]1[CX4][CX4][CX3]1(=[OX1])']
Alkyl esters of sulfonic and sulphuric acids	[$([CX4,a!r0][Sv6X4](=[OX1])(=[OX1])[OX2][$([CH3]),$([CH2][CH3])]),$([CX4,a!r0][OX2][Sv6X4](=[OX1])(=[OX1])[OX2][$([CH3]),$([CH2][CH3])])]		['[$([CX4,a!R0][Sv6X4](=[OX1])(=[OX1])[OX2][$([CH3]),$([CH2][CH3])]),$([CX4,a!R0][OX2][Sv6X4](=[OX1])(=[OX1])[OX2][$([CH3]),$([CH2][CH3])])]']
Alkyl esters of phosphonic and phosphoric acids	[$([CX4,a!r0][Pv5X4](=[OX1])([OX2][$([CH3]),$([CH2][CH3])])[OX2][$([CH3]),$([CH2][CH3])]),$([CX4,#1][OX2][Pv5X4](=[OX1])([OX2][CX4,#1])[OX2][$([CH3]),$([CH2][CH3])])]		['[$([CX4,a!R0][Pv5X4](=[OX1])([OX2][$([CH3]),$([CH2][CH3])])[OX2][$([CH3]),$([CH2][CH3])]),$([CX4,#1][OX2][Pv5X4](=[OX1])([OX2][CX4,#1])[OX2][$([CH3]),$([CH2][CH3])])]']
Mixed alkyl esters of thiophosphoric acid	[CX4][OX2][Pv5X4](=[SX1])([OX2][CX4,#1])[OX2][$([CH3]),$([CH2][CH3])]		['[CX4][OX2][Pv5X4](=[SX1])([OX2][CX4,#1])[OX2][$([CH3]),$([CH2][CH3])]']
Haloethylamines	[NX3]([#1,#6])([#1,#6])[CH2][CH2][Cl,Br,I,F]		['[NX3]([#1,#6])([#1,#6])[CH2][CH2][Cl,Br,I,F]']
Haloalkylethers	[$([#6][OX2][CH2][CH2][Cl,Br,I]),$([#6][OX2][CH2][Cl,Br,I])]		['[$([#6][OX2][CH2][CH2][Cl,Br,I]),$([#6][OX2][CH2][Cl,Br,I])]']
α-Halocarbonyl or a-halohydroxy	[$([CX3](=[OX1])[CH2][Cl,Br,I]),$([CX4!H0]([OH1])[CH2][Cl,Br,I])]		['[$([CX3](=[OX1])[CH2][Cl,Br,I]),$([CX4!H0]([OH1])[CH2][Cl,Br,I])]']
Haloamines	[#6][NX3]([#6])[Cl,Br,I,F]		['[#6][NX3]([#6])[Cl,Br,I,F]']
α, β-Unsaturated carbonyls	[CX3]=[CX3][CX3](=[OX1])[$([#1][CX3]=[OX1]),$([#6]([CX3]=[OX1])),$([OX2]([CX3]=[OX1])[#6]),$([NX3]([CX3]=[OX1])([#1,#6])[#1,#6])]		['[CX3]=[CX3][CX3](=[OX1])[$([#1][CX3]=[OX1]),$([#6]([CX3]=[OX1])),$([OX2]([CX3]=[OX1])[#6]),$([NX3]([CX3]=[OX1])([#1,#6])[#1,#6])]']
Allylic halides and alkoxides	[CX3]=[CX3][CH2][$([Cl,Br,I]),$([OX2])]		['[CX3]=[CX3][CH2][$([Cl,Br,I]),$([OX2])]']
Halogenated methanes	[CX4]([H,F,Cl,Br,I])([H,F,Cl,Br,I])([H,F,Cl,Br,I])[F,Cl,Br,I]		['[CX4]([H,F,Cl,Br,I])([H,F,Cl,Br,I])([H,F,Cl,Br,I])[F,Cl,Br,I]']
Vinyl halides	[CX3]=[CX3H1][Cl,Br,I]		['[CX3]=[CX3H1][Cl,Br,I]']
Polycyclic aromatic hydrocarbons	[c;R1,R2,R3]1[c;R1,R2,R3][c;R1,R2,R3][c;R2,R3]2[c;R2,R3]([c;R1,R2,R3]1)[c;R1,R2,R3][c;R1,R2,R3][c;R1,R2,R3][c;R1,R2,R3]2		['[c;R1,R2,R3]1[c;R1,R2,R3][c;R1,R2,R3][c;R2,R3]2[c;R2,R3]([c;R1,R2,R3]1)[c;R1,R2,R3][c;R1,R2,R3][c;R1,R2,R3][c;R1,R2,R3]2']
Isocyanate	[NX2]=[CX2]=[OX1]		['[NX2]=[CX2]=[OX1]']
Isothiocyanate	[NX2]=[CX2]=[SX1]		['[NX2]=[CX2]=[SX1]']
Azoarenes	[$([NX2]([a!r0])=[NX2][a!r0]);!$([NX2](aaS(=O)(=O)[OH])=[NX2]aaS(=O)(=O)[OH]);!$([NX2](aaS(=O)(=O)[OH])=[NX2]aaaS(=O)(=O)[OH]);!$([NX2](aaaS(=O)(=O)[OH])=[NX2]aaS(=O)(=O)[OH]);!$([NX2](aaS(=O)(=O)[OH])=[NX2]aaaaS(=O)(=O)[OH])!$([NX2](aaaaS(=O)(=O)[OH])=[NX2]aaS(=O)(=O)[OH]);!$([NX2](aaaS(=O)(=O)[OH])=[NX2]aaaS(=O)(=O)[OH]);!$([NX2](aaaS(=O)(=O)[OH])=[NX2]aaaaS(=O)(=O)[OH]);!$([NX2](aaaaS(=O)(=O)[OH])=[NX2]aaaS(=O)(=O)[OH]);!$([NX2](aaaaS(=O)(=O)[OH])=[NX2]aaaaS(=O)(=O)[OH])]		['[$([NX2]([a!R0])=[NX2][a!R0]);!$([NX2](aaS(=O)(=O)[OH])=[NX2]aaS(=O)(=O)[OH]);!$([NX2](aaS(=O)(=O)[OH])=[NX2]aaaS(=O)(=O)[OH]);!$([NX2](aaaS(=O)(=O)[OH])=[NX2]aaS(=O)(=O)[OH]);!$([NX2](aaS(=O)(=O)[OH])=[NX2]aaaaS(=O)(=O)[OH])!$([NX2](aaaaS(=O)(=O)[OH])=[NX2]aaS(=O)(=O)[OH]);!$([NX2](aaaS(=O)(=O)[OH])=[NX2]aaaS(=O)(=O)[OH]);!$([NX2](aaaS(=O)(=O)[OH])=[NX2]aaaaS(=O)(=O)[OH]);!$([NX2](aaaaS(=O)(=O)[OH])=[NX2]aaaS(=O)(=O)[OH]);!$([NX2](aaaaS(=O)(=O)[OH])=[NX2]aaaaS(=O)(=O)[OH])]']
Alkyl esters of phosphonic or sulphonic acids	[$([CX4,a][Sv6X4](=[OX1])(=[OX1])[OX2][CX4]),$([CX4,a][Pv5X4](=[OX1])([OX2][#1,CX4])[OX2][CX4])]		['[$([CX4,a][Sv6X4](=[OX1])(=[OX1])[OX2][CX4]),$([CX4,a][Pv5X4](=[OX1])([OX2][#1,CX4])[OX2][CX4])]']
Aromatic nitro groups	[a!r0][$([NX3+](=[OX1])[O-]),$([NX3](=[OX1])=[OX1]);!$([NX3]a(a-[!#1])a-[!#1]);!$([NX3]aa-C(=[OX1])[OH])]		['[a!R0][$([NX3+](=[OX1])[O-]),$([NX3](=[OX1])=[OX1]);!$([NX3]a(a-[!#1])a-[!#1]);!$([NX3]aa-C(=[OX1])[OH])]']
Aromatic azo groups	[$([NX2]([a!r0])=[NX2][a!r0]);!$([NX2](aaS(=O)(=O)[OH])=[NX2]aaS(=O)(=O)[OH]);!$([NX2](aaS(=O)(=O)[OH])=[NX2]aaaS(=O)(=O)[OH]);!$([NX2](aaaS(=O)(=O)[OH])=[NX2]aaS(=O)(=O)[OH]);!$([NX2](aaS(=O)(=O)[OH])=[NX2]aaaaS(=O)(=O)[OH])!$([NX2](aaaaS(=O)(=O)[OH])=[NX2]aaS(=O)(=O)[OH]);!$([NX2](aaaS(=O)(=O)[OH])=[NX2]aaaS(=O)(=O)[OH]);!$([NX2](aaaS(=O)(=O)[OH])=[NX2]aaaaS(=O)(=O)[OH]);!$([NX2](aaaaS(=O)(=O)[OH])=[NX2]aaaS(=O)(=O)[OH]);!$([NX2](aaaaS(=O)(=O)[OH])=[NX2]aaaaS(=O)(=O)[OH])]		['[$([NX2]([a!R0])=[NX2][a!R0]);!$([NX2](aaS(=O)(=O)[OH])=[NX2]aaS(=O)(=O)[OH]);!$([NX2](aaS(=O)(=O)[OH])=[NX2]aaaS(=O)(=O)[OH]);!$([NX2](aaaS(=O)(=O)[OH])=[NX2]aaS(=O)(=O)[OH]);!$([NX2](aaS(=O)(=O)[OH])=[NX2]aaaaS(=O)(=O)[OH])!$([NX2](aaaaS(=O)(=O)[OH])=[NX2]aaS(=O)(=O)[OH]);!$([NX2](aaaS(=O)(=O)[OH])=[NX2]aaaS(=O)(=O)[OH]);!$([NX2](aaaS(=O)(=O)[OH])=[NX2]aaaaS(=O)(=O)[OH]);!$([NX2](aaaaS(=O)(=O)[OH])=[NX2]aaaS(=O)(=O)[OH]);!$([NX2](aaaaS(=O)(=O)[OH])=[NX2]aaaaS(=O)(=O)[OH])]']
Aromatic rings N-oxides	[O-][N+]1=CC=CC=C1		['[O-][N+]1=CC=CC=C1']
Aromatic mono- and dialkylamino groups	[a!r0][$([NX3H1][CH3]),$([NX3H1][CH2][CH3]),$([NX3]([CH3])[CH3]),$([NX3]([CH3])[CH2][CH3]),$([NX3]([CH2][CH3])[CH2][CH3]);!$([NX3]a(a-[!#1])a-[!#1]);!$([NX3]aa-C(=[OX1])[OH])]		['[a!R0][$([NX3H1][CH3]),$([NX3H1][CH2][CH3]),$([NX3]([CH3])[CH3]),$([NX3]([CH3])[CH2][CH3]),$([NX3]([CH2][CH3])[CH2][CH3]);!$([NX3]a(a-[!#1])a-[!#1]);!$([NX3]aa-C(=[OX1])[OH])]']
Alkyl hydrazines	[NX3]([CX4])([#1,CX4])[NX3]([#1,CX4])[#1,CX4]		['[NX3]([CX4])([#1,CX4])[NX3]([#1,CX4])[#1,CX4]']
Alkyl aldehydes	[$([CX3]([H])(=[OX1])[#1,CX4])&!$([CX3]([H])(=[OX1])[CX3]=[CX3])]		['[$([CX3]([H])(=[OX1])[#1,CX4])&!$([CX3]([H])(=[OX1])[CX3]=[CX3])]']
N-Methylol derivatives	[OH1][CH2][NX3]		['[OH1][CH2][NX3]']
Monohaloalkenes	[CX3]([CX4,#1])(Cl)=[CX3]([!F!Cl!Br!I])[CX4,#1]		['[CX3]([CX4,#1])(Cl)=[CX3]([!F!Cl!Br!I])[CX4,#1]']
β-Haloethyl N, S - mustards	[F,Cl,Br,I][CH2][CH2][NX3,SX2][CH2][CH2][F,Cl,Br,I]		['[F,Cl,Br,I][CH2][CH2][NX3,SX2][CH2][CH2][F,Cl,Br,I]']
N-Chloroamines	[#6][NX3]([#6])Cl		['[#6][NX3]([#6])Cl']
Propiolactones and propiosultones	[$([OX2]1[CX4][CX4][CX3]1(=[OX1])),$([CX4]1[CX4][CX4][Sv6;X4](=[OX1])(=[OX1])[OX2]1)]		['[$([OX2]1[CX4][CX4][CX3]1(=[OX1])),$([CX4]1[CX4][CX4][Sv6;X4](=[OX1])(=[OX1])[OX2]1)]']
Aromatic and aliphatic aziridinyl derivatives	[CX4]1[NX3][CX4]1		['[CX4]1[NX3][CX4]1']
Aromatic and aliphatic substituted primary alkyl halides	[F,Cl,Br,I][CH2][CX4,a]		['[F,Cl,Br,I][CH2][CX4,a]']
Derivatives of urethane (carbamates)	[NX3][CX3](=[OX1])[OX2]		['[NX3][CX3](=[OX1])[OX2]']
Aromatic amines	[a!r0][$([NH2]),$([NX3H1][#6]),$([NX3]([#6])[#6]),$([NX3]([#6,#1])[OX2H1]),$([NX3]([#6,#1])[OX2][CX3]=[OX1]);!$([NX3]a(a-[!#1])a-[!#1]);!$([NX3]aa-C(=[OX1])[OH])]		['[a!R0][$([NH2]),$([NX3H1][#6]),$([NX3]([#6])[#6]),$([NX3]([#6,#1])[OX2H1]),$([NX3]([#6,#1])[OX2][CX3]=[OX1]);!$([NX3]a(a-[!#1])a-[!#1]);!$([NX3]aa-C(=[OX1])[OH])]']
Aliphatic and aromatic epoxides	[$([CX4]1[OX2][CX4]1),$([#6]1=[#6][#8]1)]		['[$([CX4]1[OX2][CX4]1),$([#6]1=[#6][#8]1)]']
